"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000007034","Slc44a4","solute carrier family 44, member 4 [Source:MGI Symbol;Acc:MGI:1917379]"
"ENSMUSG00000095916","Vmn1r191","vomeronasal 1 receptor 191 [Source:MGI Symbol;Acc:MGI:2182258]"
"ENSMUSG00000025888","Casp1","caspase 1 [Source:MGI Symbol;Acc:MGI:96544]"
"ENSMUSG00000030272","Camk1","calcium/calmodulin-dependent protein kinase I [Source:MGI Symbol;Acc:MGI:1098535]"
"ENSMUSG00000028871","Rspo1","R-spondin 1 [Source:MGI Symbol;Acc:MGI:2183426]"
"ENSMUSG00000020717","Pecam1","platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537]"
"ENSMUSG00000027811","4930579G24Rik","RIKEN cDNA 4930579G24 gene [Source:MGI Symbol;Acc:MGI:1923189]"
"ENSMUSG00000022658","Tagln3","transgelin 3 [Source:MGI Symbol;Acc:MGI:1926784]"
"ENSMUSG00000075149","Olfr1138","olfactory receptor 1138 [Source:MGI Symbol;Acc:MGI:3030972]"
"ENSMUSG00000041702","Btbd7","BTB (POZ) domain containing 7 [Source:MGI Symbol;Acc:MGI:1917858]"
"ENSMUSG00000052562","",""
"ENSMUSG00000062944","9130023H24Rik","RIKEN cDNA 9130023H24 gene [Source:MGI Symbol;Acc:MGI:2442738]"
"ENSMUSG00000028701","Lurap1","leucine rich adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1915325]"
"ENSMUSG00000034636","Zyg11b","zyg-ll family member B, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2685277]"
"ENSMUSG00000096719","",""
"ENSMUSG00000040714","Klc3","kinesin light chain 3 [Source:MGI Symbol;Acc:MGI:1277971]"
"ENSMUSG00000072575","Eddm3b","epididymal protein 3B [Source:MGI Symbol;Acc:MGI:2684921]"
"ENSMUSG00000027559","Car3","carbonic anhydrase 3 [Source:MGI Symbol;Acc:MGI:88270]"
"ENSMUSG00000045474","Olfr1368","olfactory receptor 1368 [Source:MGI Symbol;Acc:MGI:3031202]"
"ENSMUSG00000032540","Abhd5","abhydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:1914719]"
"ENSMUSG00000044017","Adgrd1","adhesion G protein-coupled receptor D1 [Source:MGI Symbol;Acc:MGI:3041203]"
"ENSMUSG00000035949","Fbxw2","F-box and WD-40 domain protein 2 [Source:MGI Symbol;Acc:MGI:1353435]"
"ENSMUSG00000016239","Lonrf3","LON peptidase N-terminal domain and ring finger 3 [Source:MGI Symbol;Acc:MGI:1921615]"
"ENSMUSG00000022311","Csmd3","CUB and Sushi multiple domains 3 [Source:MGI Symbol;Acc:MGI:2386403]"
"ENSMUSG00000019815","Zc2hc1b","zinc finger, C2HC-type containing 1B [Source:MGI Symbol;Acc:MGI:1922372]"
"ENSMUSG00000090626","Tex9","testis expressed gene 9 [Source:MGI Symbol;Acc:MGI:1201610]"
"ENSMUSG00000068522","Aard","alanine and arginine rich domain containing protein [Source:MGI Symbol;Acc:MGI:2181621]"
"ENSMUSG00000078510","",""
"ENSMUSG00000043881","Kbtbd7","kelch repeat and BTB (POZ) domain containing 7 [Source:MGI Symbol;Acc:MGI:2685141]"
"ENSMUSG00000063535","Zfp773","zinc finger protein 773 [Source:MGI Symbol;Acc:MGI:1923623]"
"ENSMUSG00000028644","Ermap","erythroblast membrane-associated protein [Source:MGI Symbol;Acc:MGI:1349816]"
"ENSMUSG00000040387","Klhl32","kelch-like 32 [Source:MGI Symbol;Acc:MGI:3612790]"
"ENSMUSG00000026000","Lancl1","LanC (bacterial lantibiotic synthetase component C)-like 1 [Source:MGI Symbol;Acc:MGI:1336997]"
"ENSMUSG00000048000","Gigyf2","GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]"
"ENSMUSG00000078552","Dcdc2b","doublecortin domain containing 2b [Source:MGI Symbol;Acc:MGI:2686212]"
"ENSMUSG00000067288","Rps28","ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1859516]"
"ENSMUSG00000022721","Trmt2a","TRM2 tRNA methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96270]"
"ENSMUSG00000094721","Olfr1462","olfactory receptor 1462 [Source:MGI Symbol;Acc:MGI:3031296]"
"ENSMUSG00000004069","Dnaja3","DnaJ heat shock protein family (Hsp40) member A3 [Source:MGI Symbol;Acc:MGI:1933786]"
"ENSMUSG00000042498","D330045A20Rik","RIKEN cDNA D330045A20 gene [Source:MGI Symbol;Acc:MGI:2147848]"
"ENSMUSG00000001158","Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868]"
"ENSMUSG00000022211","Lrrc16b","leucine rich repeat containing 16B [Source:MGI Symbol;Acc:MGI:2448573]"
"ENSMUSG00000022575","Gsdmd","gasdermin D [Source:MGI Symbol;Acc:MGI:1916396]"
"ENSMUSG00000090272","",""
"ENSMUSG00000029074","Ttll10","tubulin tyrosine ligase-like family, member 10 [Source:MGI Symbol;Acc:MGI:1921855]"
"ENSMUSG00000069378","Prdm6","PR domain containing 6 [Source:MGI Symbol;Acc:MGI:2684938]"
"ENSMUSG00000005994","Tyrp1","tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]"
"ENSMUSG00000006411","Nectin4","nectin cell adhesion molecule 4 [Source:MGI Symbol;Acc:MGI:1918990]"
"ENSMUSG00000028011","Tdo2","tryptophan 2,3-dioxygenase [Source:MGI Symbol;Acc:MGI:1928486]"
"ENSMUSG00000016534","Lamp2","lysosomal-associated membrane protein 2 [Source:MGI Symbol;Acc:MGI:96748]"
"ENSMUSG00000031728","Zfp821","zinc finger protein 821 [Source:MGI Symbol;Acc:MGI:1923121]"
"ENSMUSG00000023021","Cers5","ceramide synthase 5 [Source:MGI Symbol;Acc:MGI:1919199]"
"ENSMUSG00000026095","Asnsd1","asparagine synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1917646]"
"ENSMUSG00000028459","Cd72","CD72 antigen [Source:MGI Symbol;Acc:MGI:88345]"
"ENSMUSG00000046699","Slitrk4","SLIT and NTRK-like family, member 4 [Source:MGI Symbol;Acc:MGI:2442509]"
"ENSMUSG00000067578","Cbln4","cerebellin 4 precursor protein [Source:MGI Symbol;Acc:MGI:2154433]"
"ENSMUSG00000062729","Ppox","protoporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104968]"
"ENSMUSG00000055456","Gm9972","predicted gene 9972 [Source:MGI Symbol;Acc:MGI:3642779]"
"ENSMUSG00000048540","Nhlh2","nescient helix loop helix 2 [Source:MGI Symbol;Acc:MGI:97324]"
"ENSMUSG00000028484","Psip1","PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]"
"ENSMUSG00000059562","Ccdc154","coiled-coil domain containing 154 [Source:MGI Symbol;Acc:MGI:2685163]"
"ENSMUSG00000062867","",""
"ENSMUSG00000034792","Gna15","guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]"
"ENSMUSG00000074650","Gm10735","predicted gene 10735 [Source:MGI Symbol;Acc:MGI:3642476]"
"ENSMUSG00000037139","Myom3","myomesin family, member 3 [Source:MGI Symbol;Acc:MGI:2685280]"
"ENSMUSG00000021302","Ggps1","geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724]"
"ENSMUSG00000035201","",""
"ENSMUSG00000046470","Sox18","SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]"
"ENSMUSG00000044265","Olfm5","olfactomedin 5 [Source:MGI Symbol;Acc:MGI:2443346]"
"ENSMUSG00000090451","",""
"ENSMUSG00000068697","Myoz1","myozenin 1 [Source:MGI Symbol;Acc:MGI:1929471]"
"ENSMUSG00000035095","Fam167a","family with sequence similarity 167, member A [Source:MGI Symbol;Acc:MGI:3606565]"
"ENSMUSG00000028035","Dnajb4","DnaJ heat shock protein family (Hsp40) member B4 [Source:MGI Symbol;Acc:MGI:1914285]"
"ENSMUSG00000043099","Hic1","hypermethylated in cancer 1 [Source:MGI Symbol;Acc:MGI:1338010]"
"ENSMUSG00000034485","Uaca","uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol;Acc:MGI:1919815]"
"ENSMUSG00000029597","Sds","serine dehydratase [Source:MGI Symbol;Acc:MGI:98270]"
"ENSMUSG00000027297","Ltk","leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840]"
"ENSMUSG00000036904","Fzd8","frizzled class receptor 8 [Source:MGI Symbol;Acc:MGI:108460]"
"ENSMUSG00000057439","Kir3dl2","killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2 [Source:MGI Symbol;Acc:MGI:3612791]"
"ENSMUSG00000027133","Nop10","NOP10 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913431]"
"ENSMUSG00000025163","Cd7","CD7 antigen [Source:MGI Symbol;Acc:MGI:88344]"
"ENSMUSG00000035891","Cerk","ceramide kinase [Source:MGI Symbol;Acc:MGI:2386052]"
"ENSMUSG00000078689","Mup6","major urinary protein 6 [Source:MGI Symbol;Acc:MGI:3650962]"
"ENSMUSG00000035000","Dpp4","dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919]"
"ENSMUSG00000074676","Foxs1","forkhead box S1 [Source:MGI Symbol;Acc:MGI:95546]"
"ENSMUSG00000020689","Itgb3","integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612]"
"ENSMUSG00000075115","Olfr1200","olfactory receptor 1200 [Source:MGI Symbol;Acc:MGI:3031034]"
"ENSMUSG00000053897","Slc39a8","solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]"
"ENSMUSG00000021619","Atg10","autophagy related 10 [Source:MGI Symbol;Acc:MGI:1914045]"
"ENSMUSG00000029409","U90926","cDNA sequence U90926 [Source:MGI Symbol;Acc:MGI:1930915]"
"ENSMUSG00000002948","Map2k7","mitogen-activated protein kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346871]"
"ENSMUSG00000016758","Bik","BCL2-interacting killer [Source:MGI Symbol;Acc:MGI:1206591]"
"ENSMUSG00000061906","Ugt2b38","UDP glucuronosyltransferase 2 family, polypeptide B38 [Source:MGI Symbol;Acc:MGI:2140794]"
"ENSMUSG00000036770","Stpg3","sperm tail PG rich repeat containing 3 [Source:MGI Symbol;Acc:MGI:1921722]"
"ENSMUSG00000027860","Vangl1","vang-like 1 (van gogh, Drosophila) [Source:MGI Symbol;Acc:MGI:2159344]"
"ENSMUSG00000040502","March9","membrane-associated ring finger (C3HC4) 9 [Source:MGI Symbol;Acc:MGI:2446144]"
"ENSMUSG00000044258","Ctla2a","cytotoxic T lymphocyte-associated protein 2 alpha [Source:MGI Symbol;Acc:MGI:88554]"
"ENSMUSG00000036168","Ccdc38","coiled-coil domain containing 38 [Source:MGI Symbol;Acc:MGI:2444738]"
"ENSMUSG00000021099","Six6","sine oculis-related homeobox 6 [Source:MGI Symbol;Acc:MGI:1341840]"
"ENSMUSG00000022055","Nefl","neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]"
"ENSMUSG00000026496","Parp1","poly (ADP-ribose) polymerase family, member 1 [Source:MGI Symbol;Acc:MGI:1340806]"
"ENSMUSG00000047343","Mettl21c","methyltransferase like 21C [Source:MGI Symbol;Acc:MGI:3611450]"
"ENSMUSG00000048644","Ctxn1","cortexin 1 [Source:MGI Symbol;Acc:MGI:88566]"
"ENSMUSG00000078154","",""
"ENSMUSG00000004709","Cd244","CD244 natural killer cell receptor 2B4 [Source:MGI Symbol;Acc:MGI:109294]"
"ENSMUSG00000031671","Setd6","SET domain containing 6 [Source:MGI Symbol;Acc:MGI:1913333]"
"ENSMUSG00000045658","Pid1","phosphotyrosine interaction domain containing 1 [Source:MGI Symbol;Acc:MGI:2138391]"
"ENSMUSG00000059408","Mrgprh","MAS-related GPR, member H [Source:MGI Symbol;Acc:MGI:1934134]"
"ENSMUSG00000042303","Sgsm3","small G protein signaling modulator 3 [Source:MGI Symbol;Acc:MGI:1916329]"
"ENSMUSG00000047777","Phf13","PHD finger protein 13 [Source:MGI Symbol;Acc:MGI:2446217]"
"ENSMUSG00000038508","Gdf15","growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]"
"ENSMUSG00000045948","Mrps12","mitochondrial ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:1346333]"
"ENSMUSG00000002983","Relb","avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]"
"ENSMUSG00000033498","Strc","stereocilin [Source:MGI Symbol;Acc:MGI:2153816]"
"ENSMUSG00000048502","",""
"ENSMUSG00000029679","Hyal6","hyaluronoglucosaminidase 6 [Source:MGI Symbol;Acc:MGI:1921659]"
"ENSMUSG00000018774","Cd68","CD68 antigen [Source:MGI Symbol;Acc:MGI:88342]"
"ENSMUSG00000071150","Tas2r121","taste receptor, type 2, member 121 [Source:MGI Symbol;Acc:MGI:2681259]"
"ENSMUSG00000037523","Mavs","mitochondrial antiviral signaling protein [Source:MGI Symbol;Acc:MGI:2444773]"
"ENSMUSG00000039055","Eme1","essential meiotic structure-specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:3576783]"
"ENSMUSG00000030235","Slco1c1","solute carrier organic anion transporter family, member 1c1 [Source:MGI Symbol;Acc:MGI:1889679]"
"ENSMUSG00000047649","Cd3eap","CD3E antigen, epsilon polypeptide associated protein [Source:MGI Symbol;Acc:MGI:1917583]"
"ENSMUSG00000015243","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1 [Source:MGI Symbol;Acc:MGI:99607]"
"ENSMUSG00000021177","Tdp1","tyrosyl-DNA phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1920036]"
"ENSMUSG00000040028","Elavl1","ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R) [Source:MGI Symbol;Acc:MGI:1100851]"
"ENSMUSG00000096167","Olfr887","olfactory receptor 887 [Source:MGI Symbol;Acc:MGI:3030721]"
"ENSMUSG00000036944","Tmem71","transmembrane protein 71 [Source:MGI Symbol;Acc:MGI:2146049]"
"ENSMUSG00000063889","Crem","cAMP responsive element modulator [Source:MGI Symbol;Acc:MGI:88495]"
"ENSMUSG00000090863","A530084C06Rik","RIKEN cDNA A530084C06 gene [Source:MGI Symbol;Acc:MGI:3704402]"
"ENSMUSG00000061175","Fnip2","folliculin interacting protein 2 [Source:MGI Symbol;Acc:MGI:2683054]"
"ENSMUSG00000039703","Nploc4","NPL4 homolog, ubiquitin recognition factor [Source:MGI Symbol;Acc:MGI:2679787]"
"ENSMUSG00000027395","Polr1b","polymerase (RNA) I polypeptide B [Source:MGI Symbol;Acc:MGI:108014]"
"ENSMUSG00000096140","Ankrd66","ankyrin repeat domain 66 [Source:MGI Symbol;Acc:MGI:1925106]"
"ENSMUSG00000044201","Cdc25c","cell division cycle 25C [Source:MGI Symbol;Acc:MGI:88350]"
"ENSMUSG00000032657","Fam189b","family with sequence similarity 189, member B [Source:MGI Symbol;Acc:MGI:1915771]"
"ENSMUSG00000075225","",""
"ENSMUSG00000018008","Cyth4","cytohesin 4 [Source:MGI Symbol;Acc:MGI:2441702]"
"ENSMUSG00000001173","Ocrl","oculocerebrorenal syndrome of Lowe [Source:MGI Symbol;Acc:MGI:109589]"
"ENSMUSG00000029130","Rnf32","ring finger protein 32 [Source:MGI Symbol;Acc:MGI:1861747]"
"ENSMUSG00000035557","Krt17","keratin 17 [Source:MGI Symbol;Acc:MGI:96691]"
"ENSMUSG00000028707","Dmbx1","diencephalon/mesencephalon homeobox 1 [Source:MGI Symbol;Acc:MGI:2153518]"
"ENSMUSG00000024891","Slc29a2","solute carrier family 29 (nucleoside transporters), member 2 [Source:MGI Symbol;Acc:MGI:1345278]"
"ENSMUSG00000032316","Clk3","CDC-like kinase 3 [Source:MGI Symbol;Acc:MGI:1098670]"
"ENSMUSG00000034583","Olfr1347","olfactory receptor 1347 [Source:EntrezGene;Acc:258383]"
"ENSMUSG00000031452","1700029H14Rik","RIKEN cDNA 1700029H14 gene [Source:MGI Symbol;Acc:MGI:1913751]"
"ENSMUSG00000068259","Olfr461","olfactory receptor 461 [Source:MGI Symbol;Acc:MGI:3030295]"
"ENSMUSG00000020250","",""
"ENSMUSG00000030887","Pdzd9","PDZ domain containing 9 [Source:MGI Symbol;Acc:MGI:1915233]"
"ENSMUSG00000051674","Dcun1d4","DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140972]"
"ENSMUSG00000038451","Spsb2","splA/ryanodine receptor domain and SOCS box containing 2 [Source:MGI Symbol;Acc:MGI:1315199]"
"ENSMUSG00000029614","Rpl6","ribosomal protein L6 [Source:MGI Symbol;Acc:MGI:108057]"
"ENSMUSG00000089809","",""
"ENSMUSG00000003226","Ranbp2","RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]"
"ENSMUSG00000024393","Prrc2a","proline-rich coiled-coil 2A [Source:MGI Symbol;Acc:MGI:1915467]"
"ENSMUSG00000026241","Nppc","natriuretic peptide type C [Source:MGI Symbol;Acc:MGI:97369]"
"ENSMUSG00000027628","Aar2","AAR2 splicing factor homolog [Source:MGI Symbol;Acc:MGI:1915545]"
"ENSMUSG00000020061","Mybpc1","myosin binding protein C, slow-type [Source:MGI Symbol;Acc:MGI:1336213]"
"ENSMUSG00000025889","Snca","synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]"
"ENSMUSG00000050092","Sprr2b","small proline-rich protein 2B [Source:MGI Symbol;Acc:MGI:1330352]"
"ENSMUSG00000031220","Awat2","acyl-CoA wax alcohol acyltransferase 2 [Source:MGI Symbol;Acc:MGI:3045345]"
"ENSMUSG00000059625","Sohlh1","spermatogenesis and oogenesis specific basic helix-loop-helix 1 [Source:MGI Symbol;Acc:MGI:2684956]"
"ENSMUSG00000040594","Ranbp17","RAN binding protein 17 [Source:MGI Symbol;Acc:MGI:1929706]"
"ENSMUSG00000037544","Dlgap5","discs, large (Drosophila) homolog-associated protein 5 [Source:MGI Symbol;Acc:MGI:2183453]"
"ENSMUSG00000031872","Bean1","brain expressed, associated with Nedd4, 1 [Source:MGI Symbol;Acc:MGI:1929597]"
"ENSMUSG00000028902","Sf3a3","splicing factor 3a, subunit 3 [Source:MGI Symbol;Acc:MGI:1922312]"
"ENSMUSG00000031438","Rnf128","ring finger protein 128 [Source:MGI Symbol;Acc:MGI:1914139]"
"ENSMUSG00000029767","Calu","calumenin [Source:MGI Symbol;Acc:MGI:1097158]"
"ENSMUSG00000041130","Zfp598","zinc finger protein 598 [Source:MGI Symbol;Acc:MGI:2670965]"
"ENSMUSG00000030127","Cops7a","COP9 signalosome subunit 7A [Source:MGI Symbol;Acc:MGI:1349400]"
"ENSMUSG00000055835","Zfp1","zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:99154]"
"ENSMUSG00000019777","Hdac2","histone deacetylase 2 [Source:MGI Symbol;Acc:MGI:1097691]"
"ENSMUSG00000090247","Bloc1s1","biogenesis of lysosomal organelles complex-1, subunit 1 [Source:MGI Symbol;Acc:MGI:1195276]"
"ENSMUSG00000024937","Ehbp1l1","EH domain binding protein 1-like 1 [Source:MGI Symbol;Acc:MGI:3612340]"
"ENSMUSG00000056586","Zar1l","zygote arrest 1-like [Source:MGI Symbol;Acc:MGI:3690051]"
"ENSMUSG00000000627","Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [Source:MGI Symbol;Acc:MGI:1340055]"
"ENSMUSG00000094112","9330182O14Rik","RIKEN cDNA 9330182O14 gene [Source:MGI Symbol;Acc:MGI:3045378]"
"ENSMUSG00000034563","Ccpg1","cell cycle progression 1 [Source:MGI Symbol;Acc:MGI:1196419]"
"ENSMUSG00000036327","Qsox2","quiescin Q6 sulfhydryl oxidase 2 [Source:MGI Symbol;Acc:MGI:2387194]"
"ENSMUSG00000047793","Sned1","sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]"
"ENSMUSG00000048200","Cracr2b","calcium release activated channel regulator 2B [Source:MGI Symbol;Acc:MGI:2446129]"
"ENSMUSG00000075470","Alg10b","asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:2146159]"
"ENSMUSG00000049119","Fam110b","family with sequence similarity 110, member B [Source:MGI Symbol;Acc:MGI:1916593]"
"ENSMUSG00000030048","Gkn3","gastrokine 3 [Source:MGI Symbol;Acc:MGI:1916138]"
"ENSMUSG00000022102","Dok2","docking protein 2 [Source:MGI Symbol;Acc:MGI:1332623]"
"ENSMUSG00000013766","Ly6g6e","lymphocyte antigen 6 complex, locus G6E [Source:MGI Symbol;Acc:MGI:1917524]"
"ENSMUSG00000035699","Slc51a","solute carrier family 51, alpha subunit [Source:MGI Symbol;Acc:MGI:2146634]"
"ENSMUSG00000023484","Prph","peripherin [Source:MGI Symbol;Acc:MGI:97774]"
"ENSMUSG00000075145","Olfr1155","olfactory receptor 1155 [Source:MGI Symbol;Acc:MGI:3030989]"
"ENSMUSG00000071481","Olfr437","olfactory receptor 437 [Source:MGI Symbol;Acc:MGI:3030271]"
"ENSMUSG00000041216","Clvs1","clavesin 1 [Source:MGI Symbol;Acc:MGI:1921688]"
"ENSMUSG00000044921","Rassf9","Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 [Source:MGI Symbol;Acc:MGI:2384307]"
"ENSMUSG00000059995","Atxn7l3","ataxin 7-like 3 [Source:MGI Symbol;Acc:MGI:3036270]"
"ENSMUSG00000040562","Gstm2","glutathione S-transferase, mu 2 [Source:MGI Symbol;Acc:MGI:95861]"
"ENSMUSG00000021404","Serpinb9c","serine (or cysteine) peptidase inhibitor, clade B, member 9c [Source:MGI Symbol;Acc:MGI:894669]"
"ENSMUSG00000043004","Gng2","guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]"
"ENSMUSG00000031392","Irak1","interleukin-1 receptor-associated kinase 1 [Source:MGI Symbol;Acc:MGI:107420]"
"ENSMUSG00000029913","Prdm5","PR domain containing 5 [Source:MGI Symbol;Acc:MGI:1918029]"
"ENSMUSG00000036850","Mrpl41","mitochondrial ribosomal protein L41 [Source:MGI Symbol;Acc:MGI:1333816]"
"ENSMUSG00000074649","BC029722","cDNA sequence BC029722 [Source:MGI Symbol;Acc:MGI:3584273]"
"ENSMUSG00000070980","Actl7b","actin-like 7b [Source:MGI Symbol;Acc:MGI:1343053]"
"ENSMUSG00000030759","Far1","fatty acyl CoA reductase 1 [Source:MGI Symbol;Acc:MGI:1914670]"
"ENSMUSG00000024660","Incenp","inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]"
"ENSMUSG00000026548","Slamf9","SLAM family member 9 [Source:MGI Symbol;Acc:MGI:1923692]"
"ENSMUSG00000029389","Ddx55","DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:MGI Symbol;Acc:MGI:1915098]"
"ENSMUSG00000041297","Cdk13","cyclin-dependent kinase 13 [Source:MGI Symbol;Acc:MGI:1916812]"
"ENSMUSG00000051550","Zfp579","zinc finger protein 579 [Source:MGI Symbol;Acc:MGI:1915740]"
"ENSMUSG00000025026","Add3","adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615]"
"ENSMUSG00000036401","Glt6d1","glycosyltransferase 6 domain containing 1 [Source:MGI Symbol;Acc:MGI:1918353]"
"ENSMUSG00000048371","Pdp2","pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:MGI Symbol;Acc:MGI:1918878]"
"ENSMUSG00000060673","4930595M18Rik","RIKEN cDNA 4930595M18 gene [Source:MGI Symbol;Acc:MGI:3045300]"
"ENSMUSG00000028458","Tesk1","testis specific protein kinase 1 [Source:MGI Symbol;Acc:MGI:1201675]"
"ENSMUSG00000036872","Abcc12","ATP-binding cassette, sub-family C (CFTR/MRP), member 12 [Source:MGI Symbol;Acc:MGI:2441679]"
"ENSMUSG00000021061","Sptb","spectrin beta, erythrocytic [Source:MGI Symbol;Acc:MGI:98387]"
"ENSMUSG00000039367","Sec24c","Sec24 related gene family, member C (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919746]"
"ENSMUSG00000036211","Hist1h1t","histone cluster 1, H1t [Source:MGI Symbol;Acc:MGI:1888530]"
"ENSMUSG00000023886","Smoc2","SPARC related modular calcium binding 2 [Source:MGI Symbol;Acc:MGI:1929881]"
"ENSMUSG00000031661","Nkd1","naked cuticle 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2135954]"
"ENSMUSG00000020576","Nbas","neuroblastoma amplified sequence [Source:MGI Symbol;Acc:MGI:1918419]"
"ENSMUSG00000020415","Pttg1","pituitary tumor-transforming gene 1 [Source:MGI Symbol;Acc:MGI:1353578]"
"ENSMUSG00000046691","",""
"ENSMUSG00000033909","Usp36","ubiquitin specific peptidase 36 [Source:MGI Symbol;Acc:MGI:1919594]"
"ENSMUSG00000079036","Alkbh1","alkB homolog 1, histone H2A dioxygenase [Source:MGI Symbol;Acc:MGI:2384034]"
"ENSMUSG00000089724","Krtap4-8","keratin associated protein 4-8 [Source:MGI Symbol;Acc:MGI:3652306]"
"ENSMUSG00000068391","Chrac1","chromatin accessibility complex 1 [Source:MGI Symbol;Acc:MGI:2135796]"
